Plataforma,IP,Hostname,Ciudad,Modelo,EoL Status,ios,Version
Fija,172.22.35.130,N5kOrtezalaval1,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.7.1.4.N1.1
Fija,172.22.35.101,N5KORTEZALGESTION1,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.7.1.4.N1.1
Fija,172.22.35.102,N5KORTEZALGESTION2,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.7.1.4.N1.1
Fija,172.22.35.124,N5KORTEZALPcaaS1,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.35.125,N5KORTEZALPcaaS2,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.33,N5KTRIARA1,Not Info Yet,5596,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.211,N5KTRIARA10BK4,Not Info Yet,5672UP,No Yet Cataloged,NX-OS,n6000-uk9.7.1.4.N1.1
Fija,172.22.36.200,N5KTRIARA1BK1,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.140,N5KTRIARA1BK4,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.5
Fija,172.22.36.24,N5KTRIARA1CLM,Not Info Yet,5596,No Yet Cataloged,NX-OS,n5000-uk9.7.1.4.N1.1
Fija,172.22.36.246,N5Ktriara1ServiceLeaf,Not Info Yet,5672UP,No Yet Cataloged,NX-OS,n6000-uk9.7.1.4.N1.1
Fija,172.22.36.34,N5KTRIARA2,Not Info Yet,5596,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.201,N5KTRIARA2BK1,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.141,N5KTRIARA2BK4,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.5
Fija,172.22.36.25,N5KTRIARA2CLM,Not Info Yet,5596,No Yet Cataloged,NX-OS,n5000-uk9.7.1.4.N1.1
Fija,172.22.36.247,N5Ktriara2ServiceLeaf,Not Info Yet,5672UP,No Yet Cataloged,NX-OS,n6000-uk9.7.1.4.N1.1
Fija,172.22.36.178,N5KTRIARA3BK4,Not Info Yet,5596,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.179,N5KTRIARA4BK4,Not Info Yet,5596,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.180,N5KTRIARA5BK4,Not Info Yet,5596,No Yet Cataloged,NX-OS,n5000-uk9.7.1.4.N1.1
Fija,172.22.36.181,N5KTRIARA6BK4,Not Info Yet,5596,No Yet Cataloged,NX-OS,n5000-uk9.7.1.4.N1.1
Fija,172.22.36.182,N5KTRIARA7BK4,Not Info Yet,5672UP,No Yet Cataloged,NX-OS,n6000-uk9.7.0.5.N1.1
Fija,172.22.36.183,N5KTRIARA8BK4,Not Info Yet,5672UP,No Yet Cataloged,NX-OS,n6000-uk9.7.0.5.N1.1
Fija,172.22.36.210,N5KTRIARA9BK4,Not Info Yet,5672UP,No Yet Cataloged,NX-OS,n6000-uk9.7.1.4.N1.1
Fija,172.22.36.238,N5ktriaraAVAL1,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.239,N5ktriaraAVAL2,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.220,N5KTRIARACCE1,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.7.1.4.N1.1
Fija,172.22.36.221,N5KTRIARACCE2,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.7.1.4.N1.1
Fija,172.22.36.92,N5KTRIARAGESTION1,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.91,N5KTRIARAGESTION2,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.224,N5KTRIARAITW1,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.225,N5KTRIARAITW2,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.227,N5KTRIARAPcaaS1,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.228,N5KTRIARAPcaaS2,Not Info Yet,5548,No Yet Cataloged,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.132,N5KTRIARATELEFONIA1,BOGOTA,Nexus5548,Obsoleto,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.36.134,N5KTRIARATELEFONIA2,BOGOTA,Nexus5548,Obsoleto,NX-OS,n5000-uk9.5.2.1.N1.7
Fija,172.22.35.5,N7KORTEZAL1,Not Info Yet,C7010,No Yet Cataloged,NX-OS,n7000-s2-dk9.6.2.10
Fija,172.22.35.7,N7KORTEZAL1,Not Info Yet,C7010,No Yet Cataloged,NX-OS,n7000-s2-dk9.6.2.10
Fija,172.22.35.6,N7KORTEZAL1,Not Info Yet,C7010,No Yet Cataloged,NX-OS,n7000-s2-dk9.6.2.10
Fija,172.22.35.8,N7KORTEZAL1,Not Info Yet,C7010,No Yet Cataloged,NX-OS,n7000-s2-dk9.6.2.10
Fija,172.22.35.10,N7KORTEZAL2,Not Info Yet,C7010,No Yet Cataloged,NX-OS,n7000-s2-dk9.6.2.10
Fija,172.22.35.12,N7KORTEZAL2,Not Info Yet,C7010,No Yet Cataloged,NX-OS,n7000-s2-dk9.6.2.10
Fija,172.22.35.13,N7KORTEZAL2,Not Info Yet,C7010,No Yet Cataloged,NX-OS,n7000-s2-dk9.6.2.10
Fija,10.10.66.32,NACIONAL,Not Info Yet,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-spservicesk9-mz.122-33.SRE5
Fija,10.10.66.253,NACIONALATM,Not Info Yet,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-spservicesk9-mz.122-33.SRE5
Fija,10.10.66.34,NACIONALATM2-ortezal,Not Info Yet,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-spservicesk9-mz.122-33.SRE5
Fija,10.10.66.164,PASARELA,CALI,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-spservicesk9-mz.122-33.SRE5
Fija,10.10.66.244,PEREIRA,PEREIRA,7206VXR (NPE-G1),No Yet Cataloged,IOS,c7200-spservicesk9-mz.122-33.SRE5
Fija,10.10.66.155,PMCALICENTRO,CALI,12410/PRP,No Yet Cataloged,IOS,c12kprp-k4p-mz.120-33.S9
Fija,10.10.66.178,PMFLORA,CALI,12410/PRP,No Yet Cataloged,IOS,c12kprp-k4p-mz.120-33.S9
Fija,10.10.66.171,PMPEREIRA,PEREIRA,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-spservicesk9-mz.122-33.SRE5
Fija,10.10.66.26,PMPEREIRACENTRO1,PEREIRA,ASR9K,No Yet Cataloged,XR,4.3.4
Fija,10.10.66.27,PMPEREIRACENTRO2,PEREIRA,ASR9K,No Yet Cataloged,XR,4.3.4
Fija,10.10.66.28,PMRICAURTE1,BUCARAMANGA,ASR9K,No Yet Cataloged,XR,4.3.4
Fija,10.10.66.29,PMRICAURTE2,BUCARAMANGA,ASR9K,No Yet Cataloged,XR,4.3.4
Fija,10.10.66.198,PMSANDIEGO,MEDELLIN,12410/PRP,No Yet Cataloged,IOS,c12kprp-k4p-mz.120-33.S9
Fija,172.22.35.64,RBACKEND-ORTEZAL2,Not Info Yet,7206VXR (NPE-G1),No Yet Cataloged,IOS,c7200-spservicesk9-mz.122-33.SRE5
Fija,172.30.14.133,RbackendTriara1-1004,Not Info Yet,ASR1004,No Yet Cataloged,XE,asr1000rp2-advipservicesk9.03.10.04.S.153-3.S4-ext
Fija,172.30.14.137,RbackendTriara2-1004,Not Info Yet,ASR1004,No Yet Cataloged,XE,asr1000rp2-advipservicesk9.03.10.04.S.153-3.S4-ext
Fija,172.30.16.20,RGCOMCEL3G1,Not Info Yet,ASR1002,No Yet Cataloged,XE,asr1000rp1-advipservicesk9.03.04.05.S.151-3.S5
Fija,172.30.16.30,RGCOMCEL3G2,Not Info Yet,ASR1002,No Yet Cataloged,XE,asr1000rp1-advipservicesk9.03.04.05.S.151-3.S5
Fija,172.22.35.2,RGORTEZAL,Not Info Yet,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-spservicesk9-mz.124-4.XD7
Fija,172.22.35.3,RGORTEZAL2,Not Info Yet,7206VXR (NPE-G1),No Yet Cataloged,IOS,c7200-spservicesk9-mz.122-33.SRE5
Fija,172.22.32.227,RGTRIARA,Not Info Yet,ASR1001-X,No Yet Cataloged,XE,asr1001x-universalk9.03.16.02.S.155-3.S2-ext.SPA
Fija,172.22.32.228,RGTRIARA2,Not Info Yet,ASR1001-X,No Yet Cataloged,XE,asr1001x-universalk9.03.16.02.S.155-3.S2-ext.SPA
Fija,172.30.15.67,RINTOPAIN,Not Info Yet,ISR4451-X/K9,No Yet Cataloged,XE,isr4400-universalk9.03.16.04b.S.155-3.S4b-ext.SPA
Fija,172.30.15.66,RMPLSOPAIN,Not Info Yet,CISCO3925,No Yet Cataloged,IOS,c3900-universalk9-mz.SPA.151-4.M4
Fija,10.15.1.2,RR_CHICONORTE,Not Info Yet,ASR1002,EoS,XE,asr1000rp1-advipservicesk9.03.04.05.S.151-3.S5
Fija,10.15.1.1,RR_ORTEZAL,Not Info Yet,ASR1002,EoS,XE,asr1000rp1-advipservicesk9.03.04.05.S.151-3.S5
Fija,10.15.1.3,RR-CALICENTRO,Not Info Yet,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-k91p-mz.122-31.SB14
Fija,10.10.63.2,RRMBOSQUE,CARTAGENA,ASR1002-X,No Yet Cataloged,XE,asr1002x-universalk9.03.10.02.S.153-3.S2-ext.SPA
Fija,10.15.1.4,RRMEDELLIN,MEDELLIN,7204VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-k91p-mz.122-31.SB14
Fija,10.10.63.1,RRMTOBERIN,BOGOTA,ASR1002-X,Vigente,XE,asr1002x-universalk9.03.10.02.S.153-3.S2-ext.SPA
Fija,172.31.238.96,rtelbilling,BOGOTA,7206VXR (NPE-G1),Obsoleto,IOS,c7200-spservicesk9-mz.122-33.SRC4
Fija,172.30.15.68,RTELOPAIN,Not Info Yet,CISCO2911/K9,No Yet Cataloged,IOS,c2900-universalk9-mz.SPA.151-2.T3
Fija,172.30.15.69,RTELOPAIN2,Not Info Yet,CISCO3925,No Yet Cataloged,IOS,c3900-universalk9-mz.SPA.151-2.T3
Fija,172.30.16.24,rtigo3g,Not Info Yet,ISR4321/K9,No Yet Cataloged,XE,isr4300-universalk9.03.16.04b.S.155-3.S4b-ext.SPA
Fija,172.22.32.235,RTORTEZAL,Not Info Yet,ASR1004,EoS,XE,asr1000rp2-adventerprisek9.03.10.04.S.153-3.S4-ext
Fija,172.30.14.165,RTTRIARA,Not Info Yet,ASR1004,EoS,XE,asr1000rp2-adventerprisek9.03.10.04.S.153-3.S4-ext
Fija,172.22.36.143,RTTRIARA2,BOGOTA,ASR1002,EoS,XE,asr1000rp1-advipservicesk9.03.10.04.S.153-3.S4-ext
Fija,172.31.238.243,RVIDEOGKORTEZAL,Not Info Yet,CISCO2921/K9,EoS,IOS,c2900-universalk9-mz.SPA.151-2.T3
Fija,172.30.16.47,rvideoortezal,BOGOTA,CISCO3925-CHASSIS,EoS,IOS,c3900e-universalk9-mz.SPA.151-1.T2
Fija,172.30.16.46,rvideotriara,BOGOTA,CISCO3925-CHASSIS,EoS,IOS,c3900e-universalk9-mz.SPA.151-1.T2
Fija,172.22.32.19,S1-SITEI,Not Info Yet,WS-C6513,No Yet Cataloged,IOS,s72033-advipservicesk9_wan-mz.122-33.SXI4a
Fija,172.22.32.20,S2-SITEI,Not Info Yet,WS-C6513,No Yet Cataloged,IOS,s72033-advipservicesk9_wan-mz.122-33.SXI4a
Fija,172.22.36.99,SGBUNKER2,Not Info Yet,WS-C4948,No Yet Cataloged,IOS,cat4500-entservicesk9-mz.122-53.SG5
Fija,172.22.36.98,SGBUNKER3,Not Info Yet,WS-C4948,No Yet Cataloged,IOS,cat4500-entservicesk9-mz.122-53.SG5
Fija,172.22.36.101,SGNODO1_G26U32,Not Info Yet,WS-C4948,No Yet Cataloged,IOS,cat4500-entservicesk9-mz.122-53.SG5
Fija,172.30.16.22,SKYN_TSO6088,Not Info Yet,CISCO2921/K9,No Yet Cataloged,IOS,c2900-universalk9-mz.SPA.150-1.M4
Fija,172.22.32.241,spbxtriara1,BOGOTA,WS-C4948,Obsoleto,IOS,cat4500-ipbasek9-mz.122-46.SG
Fija,172.22.32.242,spbxtriara2,BOGOTA,WS-C4948,Obsoleto,IOS,cat4500-ipbasek9-mz.122-46.SG
Fija,172.30.14.147,STELIMS1,BOGOTA,WS-C4948,Obsoleto,IOS,cat4500-ipbasek9-mz.122-46.SG
Fija,172.30.14.148,STELIMS2,BOGOTA,WS-C4948,Obsoleto,IOS,cat4500-ipbasek9-mz.122-46.SG
Fija,172.30.26.68,STELIMS3,BOGOTA,WS-C4948E,EoS,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.30.26.69,STELIMS4,BOGOTA,WS-C4948E,EoS,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.21.122.54,STELIMS5,BOGOTA,WS-C4948E,EoS,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.21.122.55,STELIMS6,BOGOTA,WS-C4948E,EoS,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.30.14.160,STELM2000_1,Not Info Yet,WS-C4948,Obsoleto,IOS,cat4500-ipbasek9-mz.122-46.SG
Fija,172.30.14.161,STELM2000_2,Not Info Yet,WS-C4948,Obsoleto,IOS,cat4500-ipbasek9-mz.122-46.SG
Fija,172.31.238.229,STELORTEZAL1,BOGOTA,WS-C4948,Obsoleto,IOS,cat4500-entservicesk9-mz.122-53.SG5
Fija,172.30.5.161,STELORTEZAL6,BOGOTA,WS-C4948E,EoS,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.30.14.162,STELSBCTRIARA1,BOGOTA,WS-C4948E,EoS,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.30.15.135,STELSBCTRIARA2,BOGOTA,WS-C4948E,EoS,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.30.27.2,SW_ITX_IFX,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.22.35.16,SWSERVORTEZAL-1,Not Info Yet,WS-C6509-E,No Yet Cataloged,IOS,s72033-adventerprisek9_wan-mz.122-33.SXI11
Fija,172.22.35.17,SWSERVORTEZAL-2,Not Info Yet,WS-C6509-E,No Yet Cataloged,IOS,s72033-adventerprisek9_wan-mz.122-33.SXI11
Fija,172.22.36.22,SWSERVTRIARA1,Not Info Yet,WS-C6506-E,No Yet Cataloged,IOS,s72033-adventerprisek9_wan-mz.122-33.SXI11
Fija,172.22.36.23,SWSERVTRIARA-2,Not Info Yet,WS-C6506-E,No Yet Cataloged,IOS,s72033-adventerprisek9_wan-mz.122-33.SXI11
Fija,172.22.35.18,SYNCORTEZAL,Not Info Yet,WS-C4948,No Yet Cataloged,IOS,cat4500-entservicesk9-mz.122-53.SG5
Fija,172.22.36.54,SYNCTRIARA,Not Info Yet,WS-C4948,No Yet Cataloged,IOS,cat4500-entservicesk9-mz.122-53.SG5
Fija,172.22.36.62,SYNCTRIARABK1,Not Info Yet,WS-C4948,No Yet Cataloged,IOS,cat4500-entservicesk9-mz.122-53.SG5
Fija,172.22.36.63,SYNCTRIARABK2,Not Info Yet,WS-C4948,No Yet Cataloged,IOS,cat4500-entservicesk9-mz.122-53.SG5
Fija,172.26.100.118,THAARMENIA2,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE5/c2960-lanbasek9-mz.122-50.SE5
Fija,172.30.32.194,THABARRANQUILLACENTRO,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.24.100.121,THABELEN2,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE4/c2960-lanbasek9-mz.122-50.SE4
Fija,172.24.100.119,THABELLO2,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE4/c2960-lanbasek9-mz.122-50.SE4
Fija,172.30.24.66,THABOCAGRANDE,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,XE,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.25.101.41,THABOSQUE3,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE5/c2960-lanbasek9-mz.122-55.SE5
Fija,172.25.100.104,THABOSTON3,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE4/c2960-lanbasek9-mz.122-50.SE4
Fija,172.21.122.20,THACALIORIENTE2,Not Info Yet,WS-C3560G-48TS,No Yet Cataloged,IOS,c3560-ipservicesk9-mz.122-25.SEE3
Fija,172.21.122.21,THACERRITO,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE5/c2960-lanbasek9-mz.122-50.SE5
Fija,172.31.15.209,THACOT2,Not Info Yet,WS-C2960+24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.150-2.SE6/c2960-lanbasek9-mz.150-2.SE6
Fija,172.30.32.2,THADORADA,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE5/c2960-lanbasek9-mz.122-50.SE5
Fija,172.31.15.117,THADVBSUBA,Not Info Yet,WS-C2960-24-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.122-44.SE6/c2960-lanlitek9-mz.122-44.SE6
Fija,172.24.100.2,THAESTADIO2,Not Info Yet,WS-C2960-24PC-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.122-50.SE5/c2960-lanlitek9-mz.122-50.SE5
Fija,172.31.15.245,THAFONTIBON3P1,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.30.51.130,THAGARCESNAVAS,Not Info Yet,WS-C2960-24PC-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.122-50.SE3/c2960-lanlitek9-mz.122-50.SE3
Fija,172.28.101.143,THAIBAGUE2,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE4/c2960-lanbasek9-mz.122-50.SE4
Fija,172.30.51.194,THAJAMUNDI,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE5/c2960-lanbasek9-mz.122-50.SE5
Fija,172.30.53.130,THAMADRID,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE5/c2960-lanbasek9-mz.122-50.SE5
Fija,172.30.26.194,THAMALVINAS,Not Info Yet,WS-C2960-24TC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.26.100.119,THAMANIZALES2,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE5/c2960-lanbasek9-mz.122-50.SE5
Fija,172.30.27.130,THAMARRUECOS,Not Info Yet,WS-C2960-24TC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.24.100.115,THAMEGACENTER,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE4/c2960-lanbasek9-mz.122-50.SE4
Fija,172.21.122.24,THAMELENDEZ2,Not Info Yet,WS-C2960-24PC-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.122-50.SE5/c2960-lanlitek9-mz.122-50.SE5
Fija,172.30.55.194,THAMODELOSUR,Not Info Yet,WS-C3750X-48P,No Yet Cataloged,IOS,c3750e-universalk9-mz.122-55.SE1/c3750e-universalk9-mz.122-55.SE1
Fija,172.25.101.102,THAMONTERIA2,Not Info Yet,WS-C2960-24PC-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.122-50.SE5/c2960-lanlitek9-mz.122-50.SE5
Fija,172.31.15.153,THAMPCB,Not Info Yet,WS-C2960G-24TC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE5
Fija,172.28.100.105,THANEIVA2,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-53.SE2
Fija,172.25.100.113,THANUEVOBOSTON,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.31.15.184,THANUEVOSOACHA,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.21.122.133,THAPASTO2,Not Info Yet,WS-C2960-24PC-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.122-50.SE5/c2960-lanlitek9-mz.122-50.SE5
Fija,172.30.33.66,THAPATIOBONITO,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.30.68.130,THAPLAZACLARO,Not Info Yet,WS-C2960-48PST-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.122-55.SE9
Fija,172.24.100.132,THAPOBLADO2,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE5/c2960-lanbasek9-mz.122-50.SE5
Fija,172.21.122.197,THAPOPAYAN2,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE4/c2960-lanbasek9-mz.122-50.SE4
Fija,172.30.4.197,THARESTREPO2,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE5/c2960-lanbasek9-mz.122-55.SE5
Fija,172.30.4.215,THARESTREPO3,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE5/c2960-lanbasek9-mz.122-55.SE5
Fija,172.30.4.194,THARESTREPO-CH1,Not Info Yet,WS-C2960X-24PS-L,No Yet Cataloged,IOS,c2960x-universalk9-mz.152-7.E1/c2960x-universalk9-mz.152-7.E1
Fija,172.27.100.11,THARICAURTE1P2,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE5/c2960-lanbasek9-mz.122-50.SE5
Fija,172.25.101.134,THASINCELEJO2,Not Info Yet,WS-C2960-24PC-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.122-50.SE5/c2960-lanlitek9-mz.122-50.SE5
Fija,172.31.15.178,THASOACHA,Not Info Yet,WS-C2960-24TC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.31.38.33,THASOACHA2,Not Info Yet,WS-C2960+24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.150-2.SE6/c2960-lanbasek9-mz.150-2.SE6
Fija,172.30.33.194,THASOLEDAD,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.31.15.161,THATOBERIN2P3,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.31.15.173,THATOBERIN3P3,Not Info Yet,WS-C2960-24PC-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.122-50.SE3/c2960-lanlitek9-mz.122-50.SE3
Fija,172.31.15.172,THATOBERIN4P2,Not Info Yet,WS-C2960-24PC-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.122-50.SE3/c2960-lanlitek9-mz.122-50.SE3
Fija,172.31.15.27,THATORRESUBA14,Not Info Yet,ME-3400G-12CS-A,No Yet Cataloged,IOS,me340x-metroipaccessk9-mz.122-54.SE
Fija,172.31.15.147,THATORRESUBA17,Not Info Yet,WS-C2960-48PST-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.31.15.8,THATORRESUBA3,Not Info Yet,WS-C3560G-48TS,No Yet Cataloged,IOS,c3560-ipservicesk9-mz.122-25.SEE3
Fija,172.31.15.10,THATORRESUBA5,Not Info Yet,WS-C3560G-48TS,No Yet Cataloged,IOS,c3560-ipservicesk9-mz.122-25.SEE3
Fija,172.31.15.16,THATORRESUBA8,Not Info Yet,WS-C4948E,No Yet Cataloged,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.31.15.140,THATVSUBA3,Not Info Yet,WS-C2960-24-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.122-44.SE6/c2960-lanlitek9-mz.122-44.SE6
Fija,172.25.101.162,THAVALLEDUPAR,Not Info Yet,WS-C2960G-24TC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-44.SE6/c2960-lanbasek9-mz.122-44.SE6
Fija,172.31.15.138,THAVENECIA2,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE4/c2960-lanbasek9-mz.122-50.SE4
Fija,172.31.15.249,THAVENECIA4,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE5/c2960-lanbasek9-mz.122-55.SE5
Fija,172.31.90.2,THAVENECIACORP,Not Info Yet,WS-C2960-24TC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.24.100.122,THBABELEN,MEDELLIN,ASR9K,No Yet Cataloged,XR,5.3.3
Fija,172.24.100.114,THBABELLO,MEDELLIN,ASR9K,No Yet Cataloged,XR,4.3.4
Fija,10.10.63.44,THBABQACENTRO,BARRANQUILLA,ASR9K,No Yet Cataloged,XR,5.3.3
Fija,10.10.63.53,THBABUGA,Not Info Yet,ASR9K,No Yet Cataloged,XR,6.2.2
Fija,10.10.63.48,THBACALERA,Not Info Yet,ASR9K,No Yet Cataloged,XR,6.2.2
Fija,172.31.15.142,THBACENTRO,BOGOTA,ASR9K,EoS,XR,4.3.4
Fija,10.10.63.63,THBACERRITO,Not Info Yet,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,172.31.15.236,THBACOT,BOGOTA,ASR9K,EoS,XR,5.3.1
Fija,10.10.63.46,THBADORADA,BOGOTA,ASR9K,EoS,XR,5.3.3
